City,State,Year Built,Bathrooms,Bedrooms,Square Footage,List Price,House Type,City_freq,House Age,House Size
Silver Spring,MD,1950.0,2,3,1672.0,719900.0,Townhouse,156,75.0,Medium
Centreville,VA,1971.0,1,3,1302.0,319000.0,Townhouse,30,54.0,Medium
Ashburn,VA,2000.0,2,3,1858.0,390000.0,Single-Family Home,104,25.0,Medium
Silver Spring,MD,2003.0,2,3,1540.0,445000.0,Townhouse,156,22.0,Medium
Arlington,VA,1965.0,2,2,1279.0,459000.0,Townhouse,262,60.0,Small
Hyattsville,MD,1953.0,2,4,896.0,349900.0,Other,90,72.0,Small
Alexandria,VA,1953.0,1,1,989.0,400000.0,Apartment/Condo,307,72.0,Small
Essex,MD,2023.0,2,4,1918.0,454990.0,Single-Family Home,14,2.0,Medium
Woodbridge,VA,1967.0,2,4,768.0,403968.0,Other,156,58.0,Small
Upper Marlboro,MD,2015.0,3,4,4766.0,750000.0,Single-Family Home,124,10.0,Large
Brandywine,MD,1975.0,1,3,1559.0,475000.0,Townhouse,44,50.0,Medium
College Park,MD,1950.0,1,3,1548.0,439000.0,Townhouse,11,75.0,Medium
Alexandria,VA,1988.0,3,3,2190.0,785000.0,Single-Family Home,307,37.0,Medium
Alexandria,VA,1963.0,3,4,2106.0,900000.0,Single-Family Home,307,62.0,Medium
Upper Marlboro,MD,1970.0,2,4,1350.0,409000.0,Townhouse,124,55.0,Medium
Middle River,MD,2008.0,3,4,1880.0,322900.0,Single-Family Home,21,17.0,Medium
Bowie,MD,1999.0,2,2,1664.0,369900.0,Townhouse,110,26.0,Medium
Owings Mills,MD,2004.0,3,5,5214.0,699900.0,Single-Family Home,18,21.0,Large
Bowie,MD,2006.0,3,5,2880.0,715000.0,Single-Family Home,110,19.0,Large
Brandywine,MD,2022.0,3,4,2084.0,478000.0,Single-Family Home,44,3.0,Medium
Bowie,MD,1972.0,2,3,1810.0,460000.0,Single-Family Home,110,53.0,Medium
Gaithersburg,MD,1962.0,3,5,3480.0,720000.0,Single-Family Home,94,63.0,Large
Rosedale,MD,1937.0,5,6,5095.0,850000.0,Single-Family Home,4,88.0,Large
Ashburn,VA,2022.0,2,3,2150.0,627780.0,Single-Family Home,104,3.0,Medium
Crofton,MD,2019.0,2,3,2200.0,580000.0,Single-Family Home,11,6.0,Medium
Baltimore,MD,1943.0,2,4,2332.0,330000.0,Single-Family Home,497,82.0,Medium
Waldorf,MD,1980.0,1,3,1085.0,319000.0,Townhouse,112,45.0,Small
Chantilly,VA,1984.0,2,3,1304.0,429750.0,Townhouse,39,41.0,Medium
Brandywine,MD,2022.0,2,3,1741.0,444895.0,Single-Family Home,44,3.0,Medium
Silver Spring,MD,1951.0,2,4,1124.0,674900.0,Townhouse,156,74.0,Small
Falls Church,VA,1995.0,1,2,1060.0,339900.0,Townhouse,76,30.0,Small
Essex,MD,1925.0,2,4,1306.0,314900.0,Townhouse,14,100.0,Medium
Sterling,VA,2022.0,2,3,1940.0,609990.0,Single-Family Home,92,3.0,Medium
Sterling,VA,2022.0,2,3,1825.0,574990.0,Single-Family Home,92,3.0,Medium
Sterling,VA,2022.0,2,2,1640.0,519990.0,Townhouse,92,3.0,Medium
Sterling,VA,2022.0,2,2,1575.0,504990.0,Townhouse,92,3.0,Medium
Sterling,VA,2022.0,2,2,1545.0,499990.0,Townhouse,92,3.0,Medium
Sterling,VA,2022.0,2,2,1435.0,449990.0,Townhouse,92,3.0,Medium
Woodbridge,VA,1964.0,2,3,1296.0,415000.0,Townhouse,156,61.0,Medium
Baltimore,MD,2019.0,1,1,1215.0,795000.0,Other,497,6.0,Small
Towson,MD,1930.0,3,3,1890.0,350000.0,Single-Family Home,10,95.0,Medium
Bowie,MD,1990.0,3,4,1444.0,515000.0,Townhouse,110,35.0,Medium
Silver Spring,MD,2001.0,2,2,1320.0,359000.0,Townhouse,156,24.0,Medium
Ashburn,VA,1879.36,3,5,4179.0,899900.0,Single-Family Home,104,145.6400000000001,Large
Hyattsville,MD,2014.0,2,3,1546.0,519999.0,Townhouse,90,11.0,Medium
Suitland,MD,1953.0,1,2,1008.0,315000.0,Townhouse,15,72.0,Small
Hyattsville,MD,1947.0,2,4,754.0,330000.0,Other,90,78.0,Small
Manassas Park,VA,1952.0,3,4,1515.0,529900.0,Townhouse,2,73.0,Medium
Baltimore,MD,1904.0,3,3,1599.0,414900.0,Townhouse,497,121.0,Medium
Cockeysville,MD,1879.36,4,4,4564.0,1260000.0,Single-Family Home,9,145.6400000000001,Large
Baltimore,MD,1992.0,2,2,1772.0,475000.0,Other,497,33.0,Medium
Bowie,MD,1947.0,1,3,1092.0,600000.0,Townhouse,110,78.0,Small
Silver Spring,MD,1936.0,1,4,1836.0,525000.0,Single-Family Home,156,89.0,Medium
Cockeysville,MD,1879.36,1,4,1656.0,399000.0,Townhouse,9,145.6400000000001,Medium
Baltimore,MD,1987.0,2,2,1437.0,399000.0,Townhouse,497,38.0,Medium
Waldorf,MD,2000.0,3,3,2250.0,350000.0,Single-Family Home,112,25.0,Medium
Silver Spring,MD,1965.0,2,2,1218.0,349990.0,Townhouse,156,60.0,Small
Waldorf,MD,1994.0,3,3,1428.0,410000.0,Townhouse,112,31.0,Medium
Hyattsville,MD,1940.0,2,3,1360.0,384000.0,Townhouse,90,85.0,Medium
Bowie,MD,1916.0,2,3,2208.0,1200000.0,Single-Family Home,110,109.0,Medium
Brandywine,MD,1954.0,3,6,2703.0,500000.0,Single-Family Home,44,71.0,Large
Upper Marlboro,MD,1991.0,3,4,2140.0,525000.0,Single-Family Home,124,34.0,Medium
Waldorf,MD,1993.0,2,3,1380.0,310000.0,Townhouse,112,32.0,Medium
Bowie,MD,2005.0,2,3,2100.0,420000.0,Single-Family Home,110,20.0,Medium
Waldorf,MD,1997.0,3,4,2000.0,370000.0,Single-Family Home,112,28.0,Medium
Bowie,MD,1972.0,2,4,1810.0,409900.0,Single-Family Home,110,53.0,Medium
Hyattsville,MD,1952.0,2,5,1750.0,385000.0,Single-Family Home,90,73.0,Medium
Bowie,MD,1985.0,2,3,1668.0,385000.0,Townhouse,110,40.0,Medium
Hyattsville,MD,1973.0,2,4,2714.0,652000.0,Single-Family Home,90,52.0,Large
Bowie,MD,1986.0,1,3,1120.0,329000.0,Townhouse,110,39.0,Small
Waldorf,MD,1996.0,3,4,2356.0,480000.0,Single-Family Home,112,29.0,Medium
Waldorf,MD,1992.0,2,4,1927.0,347000.0,Single-Family Home,112,33.0,Medium
Upper Marlboro,MD,2008.0,4,4,3848.0,815000.0,Single-Family Home,124,17.0,Large
College Park,MD,1956.0,3,4,2069.0,475000.0,Single-Family Home,11,69.0,Medium
Hyattsville,MD,1963.0,3,6,1274.0,490000.0,Other,90,62.0,Small
Bowie,MD,1989.0,4,5,2512.0,659999.0,Single-Family Home,110,36.0,Medium
Bowie,MD,1989.0,3,6,3652.0,620000.0,Single-Family Home,110,36.0,Large
Leesburg,VA,2022.0,4,5,5924.0,1447497.0,Single-Family Home,78,3.0,Large
Dumfries,VA,2015.0,5,6,5465.0,1149000.0,Single-Family Home,49,10.0,Large
Dumfries,VA,1999.0,3,4,2700.0,575000.0,Single-Family Home,49,26.0,Large
Manassas,VA,1986.0,4,5,3790.0,899900.0,Single-Family Home,97,39.0,Large
Dumfries,VA,1977.0,2,3,1625.0,315000.0,Townhouse,49,48.0,Medium
Dumfries,VA,1989.0,2,5,2420.0,600000.0,Single-Family Home,49,36.0,Medium
Alexandria,VA,2022.0,2,3,2224.0,792990.0,Single-Family Home,307,3.0,Medium
Woodbridge,VA,2021.0,2,3,2301.0,599990.0,Single-Family Home,156,4.0,Medium
Sterling,VA,2022.0,2,2,1435.0,458065.0,Townhouse,92,3.0,Medium
Sterling,VA,2022.0,2,2,1435.0,500605.0,Townhouse,92,3.0,Medium
Sterling,VA,2022.0,2,2,1435.0,482065.0,Townhouse,92,3.0,Medium
Dumfries,VA,1991.0,3,3,2114.0,380000.0,Single-Family Home,49,34.0,Medium
Manassas,VA,2018.0,3,3,1896.0,479900.0,Single-Family Home,97,7.0,Medium
Arlington,VA,1983.0,2,3,1850.0,835000.0,Single-Family Home,262,42.0,Medium
Woodbridge,VA,1969.0,1,3,1923.0,330000.0,Single-Family Home,156,56.0,Medium
Reston,VA,2003.0,2,2,1047.0,414000.0,Townhouse,47,22.0,Small
Arlington,VA,2003.0,1,1,688.0,410000.0,Apartment/Condo,262,22.0,Small
Mclean,VA,1977.0,2,2,1338.0,477000.0,Townhouse,148,48.0,Medium
Ashburn,VA,2013.0,3,5,4663.0,974000.0,Single-Family Home,104,12.0,Large
Manassas,VA,2020.0,5,6,5955.0,1025000.0,Single-Family Home,97,5.0,Large
Woodbridge,VA,1961.0,2,5,2569.0,489990.0,Single-Family Home,156,64.0,Large
Ashburn,VA,1997.0,3,3,2656.0,649999.0,Single-Family Home,104,28.0,Large
Alexandria,VA,2007.0,2,2,1122.0,449000.0,Townhouse,307,18.0,Small
Lorton,VA,2005.0,4,5,5212.0,990000.0,Single-Family Home,28,20.0,Large
Fairfax,VA,2022.0,2,3,2451.0,764000.0,Single-Family Home,110,3.0,Medium
Falls Church,VA,2012.0,3,4,2916.0,1049900.0,Single-Family Home,76,13.0,Large
Ashburn,VA,2004.0,3,4,4021.0,974900.0,Single-Family Home,104,21.0,Large
Bristow,VA,2010.0,2,3,1942.0,535000.0,Single-Family Home,16,15.0,Medium
Manassas,VA,1965.0,2,3,1299.0,425000.0,Townhouse,97,60.0,Medium
Ashburn,VA,2016.0,4,5,3726.0,885000.0,Single-Family Home,104,9.0,Large
Woodbridge,VA,1971.0,3,4,2431.0,500000.0,Single-Family Home,156,54.0,Medium
Lorton,VA,1983.0,2,4,1166.0,400000.0,Townhouse,28,42.0,Small
Ashburn,VA,2012.0,5,5,5709.0,1456280.0000000007,Single-Family Home,104,13.0,Large
Triangle,VA,2008.0,5,6,5666.0,775000.0,Single-Family Home,10,17.0,Large
Manassas,VA,1969.0,3,4,1852.0,485000.0,Single-Family Home,97,56.0,Medium
Arlington,VA,2000.0,1,1,615.0,379900.0,Apartment/Condo,262,25.0,Small
Gainesville,VA,2015.0,2,3,2634.0,595000.0,Single-Family Home,37,10.0,Large
Leesburg,VA,1993.0,3,3,2743.0,650000.0,Single-Family Home,78,32.0,Large
Haymarket,VA,2004.0,4,5,4367.0,850000.0,Single-Family Home,41,21.0,Large
Arlington,VA,1981.0,2,2,1887.0,829900.0,Other,262,44.0,Medium
Springfield,VA,1954.0,3,5,2392.0,699900.0,Single-Family Home,52,71.0,Medium
Falls Church,VA,1955.0,3,3,1446.0,749000.0,Townhouse,76,70.0,Medium
Sterling,VA,1993.0,2,3,1762.0,429900.0,Single-Family Home,92,32.0,Medium
Haymarket,VA,2010.0,2,3,2565.0,599000.0,Single-Family Home,41,15.0,Large
Arlington,VA,1938.0,3,5,2600.0,1239900.0,Single-Family Home,262,87.0,Large
Reston,VA,2004.0,1,1,754.0,314990.0,Apartment/Condo,47,21.0,Small
Woodbridge,VA,1982.0,2,3,1823.0,339999.0,Single-Family Home,156,43.0,Medium
Ashburn,VA,2005.0,4,4,4872.0,1128800.0,Single-Family Home,104,20.0,Large
Sterling,VA,1979.0,2,4,2680.0,659000.0,Single-Family Home,92,46.0,Large
Alexandria,VA,2007.0,1,1,791.0,334900.0,Apartment/Condo,307,18.0,Small
Falls Church,VA,1950.0,2,4,1432.0,624900.0,Townhouse,76,75.0,Medium
Sterling,VA,1968.0,2,5,2300.0,525000.0,Single-Family Home,92,57.0,Medium
Alexandria,VA,1957.0,2,4,1200.0,570000.0,Townhouse,307,68.0,Small
Leesburg,VA,1966.0,2,3,1398.0,379900.0,Townhouse,78,59.0,Medium
Woodbridge,VA,2009.0,3,3,2901.0,619900.0,Single-Family Home,156,16.0,Large
Springfield,VA,1957.0,2,5,2588.0,699900.0,Single-Family Home,52,68.0,Large
Woodbridge,VA,1982.0,2,4,1607.0,475000.0,Townhouse,156,43.0,Medium
Gainesville,VA,2008.0,3,4,2673.0,629000.0,Single-Family Home,37,17.0,Large
Annandale,VA,1971.0,4,5,3026.0,1099000.0,Single-Family Home,46,54.0,Large
Ashburn,VA,1989.0,2,3,1886.0,524990.0,Single-Family Home,104,36.0,Medium
Arlington,VA,2005.0,2,2,1231.0,849900.0,Townhouse,262,20.0,Small
Leesburg,VA,2013.0,5,5,4668.0,995000.0,Single-Family Home,78,12.0,Large
Woodbridge,VA,1968.0,3,4,1822.0,494500.0,Single-Family Home,156,57.0,Medium
Annandale,VA,1960.0,3,3,1845.0,664900.0,Single-Family Home,46,65.0,Medium
Reisterstown,MD,1963.0,2,5,1950.0,350000.0,Single-Family Home,12,62.0,Medium
Gaithersburg,MD,1989.0,2,3,1339.0,369000.0,Townhouse,94,36.0,Medium
Baltimore,MD,1930.0,3,4,2400.0,415000.0,Single-Family Home,497,95.0,Medium
Baltimore,MD,1920.0,4,4,3599.0,349999.0,Single-Family Home,497,105.0,Large
Silver Spring,MD,1984.0,1,2,1154.0,317000.0,Townhouse,156,41.0,Small
Baltimore,MD,1925.0,3,5,2357.0,499900.0,Single-Family Home,497,100.0,Medium
Baltimore,MD,1991.0,3,4,2592.0,415000.0,Single-Family Home,497,34.0,Large
Rockville,MD,1991.0,2,3,2650.0,739999.0,Single-Family Home,84,34.0,Large
Silver Spring,MD,2004.0,2,3,1400.0,429900.0,Townhouse,156,21.0,Medium
Waldorf,MD,1973.0,2,4,1991.0,329000.0,Single-Family Home,112,52.0,Medium
Baltimore,MD,2007.0,2,2,2657.0,749900.0,Other,497,18.0,Large
Dundalk,MD,2021.0,2,3,2178.0,429990.0,Single-Family Home,14,4.0,Medium
Silver Spring,MD,1949.0,2,4,1580.0,400000.0,Townhouse,156,76.0,Medium
Rockville,MD,1998.0,5,6,7506.0,1456280.0000000007,Single-Family Home,84,27.0,Large
Rockville,MD,1960.0,3,4,1980.0,645000.0,Single-Family Home,84,65.0,Medium
Rockville,MD,1999.0,2,2,1217.0,408000.0,Townhouse,84,26.0,Small
Baltimore,MD,1927.0,2,5,1947.0,340000.0,Single-Family Home,497,98.0,Medium
Rockville,MD,1965.0,2,4,2286.0,850000.0,Single-Family Home,84,60.0,Medium
Gaithersburg,MD,1985.0,3,3,1260.0,449900.0,Townhouse,94,40.0,Small
Silver Spring,MD,1948.0,2,3,1887.0,629000.0,Single-Family Home,156,77.0,Medium
Bethesda,MD,1991.0,2,2,981.0,498000.0,Apartment/Condo,96,34.0,Small
Lutherville Timonium,MD,1968.0,2,4,2098.0,479900.0,Single-Family Home,21,57.0,Medium
Rosedale,MD,2019.0,3,4,2200.0,379000.0,Single-Family Home,4,6.0,Medium
Silver Spring,MD,1958.0,2,4,1850.0,499999.0,Single-Family Home,156,67.0,Medium
Rockville,MD,1964.0,4,5,4608.0,1199850.0,Single-Family Home,84,61.0,Large
Gaithersburg,MD,1974.0,2,3,2158.0,349900.0,Single-Family Home,94,51.0,Medium
Gaithersburg,MD,1974.0,3,5,1019.0,369999.0,Other,94,51.0,Small
Lutherville Timonium,MD,1986.0,2,3,1900.0,389900.0,Single-Family Home,21,39.0,Medium
Hyattsville,MD,1940.0,3,6,1170.0,475000.0,Other,90,85.0,Small
Arlington,VA,1956.0,3,3,2479.0,1149900.0,Single-Family Home,262,69.0,Medium
Upper Marlboro,MD,1996.0,3,4,2208.0,565000.0,Single-Family Home,124,29.0,Medium
Baltimore,MD,1920.0,3,3,2875.0,390000.0,Single-Family Home,497,105.0,Large
Rockville,MD,2019.0,3,4,1767.0,735000.0,Single-Family Home,84,6.0,Medium
Bowie,MD,1987.0,2,2,1600.0,349950.0,Townhouse,110,38.0,Medium
Rockville,MD,1987.0,2,2,1017.0,425000.0,Townhouse,84,38.0,Small
Middle River,MD,1984.0,2,3,1423.0,379000.0,Townhouse,21,41.0,Medium
Aldie,VA,2023.0,3,4,3529.0,1199990.0,Single-Family Home,39,2.0,Large
Bethesda,MD,1960.0,1,3,1076.0,309900.0,Townhouse,96,65.0,Small
Laurel,MD,1964.0,2,3,1308.0,375000.0,Townhouse,65,61.0,Medium
Manassas,VA,1963.0,2,4,2115.0,474900.0,Single-Family Home,97,62.0,Medium
Alexandria,VA,1966.0,3,4,3318.0,975000.0,Single-Family Home,307,59.0,Large
Ashburn,VA,1995.0,3,4,1638.0,525000.0,Townhouse,104,30.0,Medium
Ashburn,VA,2016.0,2,3,2463.0,549900.0,Single-Family Home,104,9.0,Medium
Annandale,VA,1970.0,3,5,2704.0,950000.0,Single-Family Home,46,55.0,Large
Glen Burnie,MD,1988.0,1,3,2247.0,370000.0,Single-Family Home,28,37.0,Medium
Gaithersburg,MD,1983.0,3,5,2468.0,535000.0,Single-Family Home,94,42.0,Medium
Reston,VA,1986.0,2,3,1608.0,565400.0,Townhouse,47,39.0,Medium
Middle River,MD,2020.0,3,5,3372.0,567000.0,Single-Family Home,21,5.0,Large
Burke,VA,1983.0,3,3,1640.0,539900.0,Townhouse,16,42.0,Medium
Baltimore,MD,1928.0,2,3,1012.0,291000.0,Townhouse,497,97.0,Small
Springfield,VA,1978.0,2,5,3127.0,735000.0,Single-Family Home,52,47.0,Large
Manassas,VA,1974.0,2,3,1532.0,319900.0,Townhouse,97,51.0,Medium
Glen Burnie,MD,1953.0,3,6,2791.0,487500.0,Single-Family Home,28,72.0,Large
Annandale,VA,1984.0,3,2,2016.0,569000.0,Other,46,41.0,Medium
Silver Spring,MD,1946.0,2,5,1748.0,439999.0,Single-Family Home,156,79.0,Medium
Silver Spring,MD,1939.0,2,3,1839.0,579500.0,Single-Family Home,156,86.0,Medium
Arlington,VA,1954.0,3,4,2504.0,1198000.0,Single-Family Home,262,71.0,Medium
Woodbridge,VA,1979.0,2,3,1904.0,409000.0,Single-Family Home,156,46.0,Medium
Ashburn,VA,2005.0,4,4,4704.0,999900.0,Single-Family Home,104,20.0,Large
Alexandria,VA,1999.0,2,3,2716.0,769000.0,Single-Family Home,307,26.0,Large
Rockville,MD,1968.0,3,4,2930.0,729900.0,Single-Family Home,84,57.0,Large
Glen Burnie,MD,1930.0,1,1,972.0,850000.0,Apartment/Condo,28,95.0,Small
Woodbridge,VA,1979.0,3,3,2132.0,370000.0,Single-Family Home,156,46.0,Medium
Baltimore,MD,1961.0,1,3,1626.0,315000.0,Townhouse,497,64.0,Medium
Lutherville Timonium,MD,2005.0,2,2,1442.0,310000.0,Townhouse,21,20.0,Medium
Sterling,VA,1970.0,3,4,2510.0,825000.0,Single-Family Home,92,55.0,Medium
Reston,VA,2005.0,1,1,759.0,314900.0,Apartment/Condo,47,20.0,Small
Arlington,VA,1979.0,1,2,1232.0,652000.0,Townhouse,262,46.0,Small
Triangle,VA,2011.0,3,3,1469.0,370000.0,Townhouse,10,14.0,Medium
Woodbridge,VA,1971.0,3,3,1859.0,385000.0,Single-Family Home,156,54.0,Medium
Vienna,VA,1975.0,3,4,1942.0,969900.0,Unknown,79,50.0,Medium
Glen Burnie,MD,1945.0,1,3,1800.0,479500.0,Single-Family Home,28,80.0,Medium
Parkville,MD,1988.0,2,3,2802.0,380000.0,Single-Family Home,9,37.0,Large
Manassas,VA,1962.0,3,6,2394.0,499950.0,Single-Family Home,97,63.0,Medium
Glen Burnie,MD,1940.0,2,4,1680.0,425000.0,Townhouse,28,85.0,Medium
Chevy Chase,MD,1949.0,2,4,2015.0,900000.0,Single-Family Home,39,76.0,Medium
Rosedale,MD,1969.0,2,4,2140.0,375000.0,Single-Family Home,4,56.0,Medium
Baltimore,MD,1950.0,1,3,2424.0,309900.0,Single-Family Home,497,75.0,Medium
Arlington,VA,1944.0,2,2,1383.0,569990.0,Townhouse,262,81.0,Medium
Towson,MD,1956.0,2,4,3033.0,372000.0,Single-Family Home,10,69.0,Large
Bethesda,MD,1942.0,2,4,2504.0,1349000.0,Single-Family Home,96,83.0,Medium
Silver Spring,MD,1986.0,1,3,1120.0,367000.0,Townhouse,156,39.0,Small
Bristow,VA,2005.0,3,4,3987.0,699000.0,Single-Family Home,16,20.0,Large
Woodbridge,VA,1988.0,3,4,1778.0,480000.0,Single-Family Home,156,37.0,Medium
Woodbridge,VA,1988.0,2,4,2027.0,490999.0,Single-Family Home,156,37.0,Medium
Woodbridge,VA,1967.0,2,5,1784.0,439900.0,Single-Family Home,156,58.0,Medium
Mclean,VA,1974.0,1,2,880.0,320000.0,Apartment/Condo,148,51.0,Small
Waldorf,MD,1990.0,2,5,2538.0,464000.0,Single-Family Home,112,35.0,Large
Arlington,VA,1950.0,3,6,1260.0,850000.0,Other,262,75.0,Small
Leesburg,VA,1999.0,3,3,2400.0,569500.0,Single-Family Home,78,26.0,Medium
Reston,VA,1972.0,1,2,1073.0,300000.0,Townhouse,47,53.0,Small
Dumfries,VA,2003.0,3,4,4226.0,725000.0,Single-Family Home,49,22.0,Large
Fairfax,VA,2017.0,3,4,2864.0,999995.0,Single-Family Home,110,8.0,Large
Dumfries,VA,2022.0,4,4,4004.0,885245.0,Single-Family Home,49,3.0,Large
Dumfries,VA,2014.0,4,4,4599.0,974900.0,Single-Family Home,49,11.0,Large
Dumfries,VA,1984.0,1,2,1510.0,350000.0,Townhouse,49,41.0,Medium
Woodbridge,VA,2022.0,2,3,2215.0,559000.0,Single-Family Home,156,3.0,Medium
Mclean,VA,2019.0,1,1,774.0,639500.0,Apartment/Condo,148,6.0,Small
Ashburn,VA,2003.0,2,3,1800.0,680000.0,Single-Family Home,104,22.0,Medium
Arlington,VA,2015.0,2,2,1126.0,610000.0,Townhouse,262,10.0,Small
Vienna,VA,1986.0,3,3,2096.0,975000.0,Single-Family Home,79,39.0,Medium
Mclean,VA,2019.0,1,1,774.0,629500.0,Apartment/Condo,148,6.0,Small
Manassas,VA,2019.0,3,4,3794.0,950000.0,Single-Family Home,97,6.0,Large
Chantilly,VA,2005.0,4,5,5436.0,1200000.0,Single-Family Home,39,20.0,Large
Springfield,VA,1956.0,3,4,1299.0,699000.0,Townhouse,52,69.0,Medium
Arlington,VA,2008.0,1,1,670.0,530000.0,Apartment/Condo,262,17.0,Small
Sterling,VA,1954.0,4,4,3072.0,749500.0,Single-Family Home,92,71.0,Large
Gainesville,VA,1998.0,2,3,2256.0,525000.0,Single-Family Home,37,27.0,Medium
Arlington,VA,2007.0,1,1,716.0,469900.0,Apartment/Condo,262,18.0,Small
Manassas,VA,1981.0,3,5,3877.0,750000.0,Single-Family Home,97,44.0,Large
Alexandria,VA,1956.0,2,4,1163.0,585000.0,Townhouse,307,69.0,Small
Centreville,VA,2019.0,5,6,6060.0,1456280.0000000007,Single-Family Home,30,6.0,Large
Vienna,VA,1958.0,3,4,1796.0,900000.0,Single-Family Home,79,67.0,Medium
Lorton,VA,2005.0,2,3,2058.0,669888.0,Single-Family Home,28,20.0,Medium
Aldie,VA,2018.0,2,3,2040.0,535000.0,Single-Family Home,39,7.0,Medium
Arlington,VA,1989.0,3,3,1684.0,675000.0,Townhouse,262,36.0,Medium
Arlington,VA,1963.0,3,4,2395.0,1299999.0,Single-Family Home,262,62.0,Medium
Woodbridge,VA,1968.0,2,3,1310.0,395000.0,Townhouse,156,57.0,Medium
Annandale,VA,1971.0,2,4,2750.0,865000.0,Single-Family Home,46,54.0,Large
Manassas,VA,1964.0,3,5,2273.0,595000.0,Single-Family Home,97,61.0,Medium
Ashburn,VA,1994.0,3,4,3122.0,880000.0,Single-Family Home,104,31.0,Large
Ashburn,VA,2003.0,2,2,1660.0,499900.0,Townhouse,104,22.0,Medium
Haymarket,VA,2006.0,5,6,9875.0,1380000.0,Single-Family Home,41,19.0,Large
Leesburg,VA,2013.0,3,4,4016.0,975000.0,Single-Family Home,78,12.0,Large
Ashburn,VA,2012.0,4,5,4108.0,999990.0,Single-Family Home,104,13.0,Large
Fairfax,VA,1992.0,2,2,1180.0,375000.0,Townhouse,110,33.0,Small
Leesburg,VA,2004.0,3,5,4606.0,899900.0,Single-Family Home,78,21.0,Large
Sterling,VA,1986.0,2,3,1506.0,449000.0,Townhouse,92,39.0,Medium
Arlington,VA,1984.0,2,2,1322.0,749999.0,Townhouse,262,41.0,Medium
Alexandria,VA,1998.0,2,2,1134.0,395000.0,Townhouse,307,27.0,Small
Gainesville,VA,2002.0,2,3,2031.0,489000.0,Single-Family Home,37,23.0,Medium
Manassas,VA,1963.0,1,3,936.0,410000.0,Other,97,62.0,Small
Vienna,VA,1999.0,2,3,1730.0,755000.0,Single-Family Home,79,26.0,Medium
Annandale,VA,1948.0,2,4,2321.0,799900.0,Single-Family Home,46,77.0,Medium
Aldie,VA,2013.0,3,3,2521.0,645000.0,Single-Family Home,39,12.0,Large
Woodbridge,VA,1999.0,3,5,3573.0,709900.0,Single-Family Home,156,26.0,Large
Reston,VA,1994.0,3,4,2863.0,799900.0,Single-Family Home,47,31.0,Large
Arlington,VA,1948.0,1,2,875.0,324000.0,Apartment/Condo,262,77.0,Small
Annandale,VA,1986.0,2,2,960.0,319900.0,Apartment/Condo,46,39.0,Small
Sterling,VA,1965.0,1,2,1064.0,310000.0,Townhouse,92,60.0,Small
Sterling,VA,2001.0,2,3,2038.0,544900.0,Single-Family Home,92,24.0,Medium
Sterling,VA,2000.0,4,4,4869.0,1100000.0,Single-Family Home,92,25.0,Large
Mclean,VA,2019.0,2,2,1160.0,899999.0,Townhouse,148,6.0,Small
Alexandria,VA,2007.0,1,1,838.0,355000.0,Apartment/Condo,307,18.0,Small
Chantilly,VA,2021.0,2,3,2170.0,737500.0,Single-Family Home,39,4.0,Medium
Manassas,VA,1963.0,3,5,2000.0,554900.0,Single-Family Home,97,62.0,Medium
Falls Church,VA,1946.0,2,4,1944.0,720000.0,Single-Family Home,76,79.0,Medium
Woodbridge,VA,2016.0,4,5,4492.0,859000.0,Single-Family Home,156,9.0,Large
Arlington,VA,1954.0,2,4,2314.0,835000.0,Single-Family Home,262,71.0,Medium
Reston,VA,1973.0,1,2,1112.0,335000.0,Townhouse,47,52.0,Small
Vienna,VA,1952.0,2,4,2078.0,849000.0,Single-Family Home,79,73.0,Medium
Sterling,VA,1994.0,2,3,2364.0,579900.0,Single-Family Home,92,31.0,Medium
Fairfax,VA,2000.0,3,4,4145.0,1000000.0,Single-Family Home,110,25.0,Large
Haymarket,VA,2010.0,2,3,2565.0,564900.0,Single-Family Home,41,15.0,Large
Woodbridge,VA,1987.0,3,3,1841.0,385000.0,Single-Family Home,156,38.0,Medium
Arlington,VA,1964.0,1,1,688.0,350000.0,Apartment/Condo,262,61.0,Small
Manassas,VA,1974.0,3,5,2111.0,569900.0,Single-Family Home,97,51.0,Medium
Woodbridge,VA,1979.0,2,3,2670.0,549000.0,Single-Family Home,156,46.0,Large
Leesburg,VA,2005.0,4,5,7274.0,1400000.0,Single-Family Home,78,20.0,Large
Gainesville,VA,2018.0,2,3,2452.0,489900.0,Single-Family Home,37,7.0,Medium
Fairfax,VA,1999.0,2,3,1291.0,419999.0,Townhouse,110,26.0,Medium
Annandale,VA,1952.0,2,3,1798.0,650000.0,Single-Family Home,46,73.0,Medium
Springfield,VA,1975.0,3,4,3109.0,699950.0,Single-Family Home,52,50.0,Large
Alexandria,VA,1992.0,2,4,1254.0,549900.0,Townhouse,307,33.0,Small
Leesburg,VA,2000.0,2,3,2136.0,519000.0,Single-Family Home,78,25.0,Medium
Chantilly,VA,2002.0,3,3,2525.0,608888.0,Single-Family Home,39,23.0,Large
Silver Spring,MD,1983.0,1,3,1174.0,300000.0,Townhouse,156,42.0,Small
Silver Spring,MD,2007.0,3,5,3522.0,849000.0,Single-Family Home,156,18.0,Large
Bethesda,MD,1963.0,3,4,2440.0,1100000.0,Single-Family Home,96,62.0,Medium
Glen Burnie,MD,1997.0,2,3,1476.0,437000.0,Townhouse,28,28.0,Medium
