City,State,Year Built,Bathrooms,Bedrooms,Square Footage,List Price,House Type,City_freq,House Age,House Size
Alexandria,VA,1979.0,2,3,1621.0,380000.0,Townhouse,307,46.0,Medium
Woodbridge,VA,1985.0,2,5,3824.0,660000.0,Single-Family Home,156,40.0,Large
Silver Spring,MD,1949.0,2,4,1480.0,499999.0,Townhouse,156,76.0,Medium
Rockville,MD,2021.0,4,4,2714.0,1400000.0,Single-Family Home,84,4.0,Large
Fairfax,VA,2017.0,2,3,1501.0,649000.0,Townhouse,110,8.0,Medium
Alexandria,VA,1975.0,2,4,1620.0,925000.0,Townhouse,307,50.0,Medium
Woodbridge,VA,2010.0,3,3,1734.0,379900.0,Single-Family Home,156,15.0,Medium
Alexandria,VA,2012.0,2,2,1155.0,430000.0,Townhouse,307,13.0,Small
Alexandria,VA,1976.0,2,4,1960.0,435000.0,Single-Family Home,307,49.0,Medium
Bethesda,MD,2018.0,2,2,1658.0,865000.0,Townhouse,96,7.0,Medium
Bowie,MD,1998.0,2,3,1306.0,365000.0,Townhouse,110,27.0,Medium
Brandywine,MD,2015.0,3,5,2352.0,584000.0,Single-Family Home,44,10.0,Medium
Fairfax,VA,1954.0,3,5,3272.0,979000.0,Single-Family Home,110,71.0,Large
Rockville,MD,1999.0,2,3,1528.0,510000.0,Townhouse,84,26.0,Medium
Rockville,MD,1972.0,3,3,2421.0,699800.0,Single-Family Home,84,53.0,Medium
Silver Spring,MD,1950.0,1,2,1224.0,324900.0,Townhouse,156,75.0,Small
Columbia,MD,1979.0,2,3,1350.0,349000.0,Townhouse,50,46.0,Medium
Silver Spring,MD,1963.0,3,5,2828.0,849900.0,Single-Family Home,156,62.0,Large
Fairfax,VA,1984.0,2,4,2633.0,850000.0,Single-Family Home,110,41.0,Large
Bowie,MD,1993.0,3,2,1344.0,369999.0,Townhouse,110,32.0,Medium
College Park,MD,1950.0,3,5,1596.0,535000.0,Other,11,75.0,Medium
Silver Spring,MD,1938.0,2,3,1665.0,580000.0,Townhouse,156,87.0,Medium
Woodbridge,VA,1971.0,3,3,2070.0,379900.0,Single-Family Home,156,54.0,Medium
Ashburn,VA,2023.0,2,2,1299.0,484990.0,Townhouse,104,2.0,Medium
Accokeek,MD,2006.0,2,4,2456.0,465500.0,Single-Family Home,26,19.0,Medium
Waldorf,MD,1985.0,2,4,2442.0,520000.0,Single-Family Home,112,40.0,Medium
Alexandria,VA,1969.0,2,4,2535.0,825000.0,Single-Family Home,307,56.0,Large
Ellicott City,MD,1920.0,4,5,1962.0,420000.0,Single-Family Home,58,105.0,Medium
Silver Spring,MD,1960.0,3,5,2268.0,599000.0,Single-Family Home,156,65.0,Medium
Upper Marlboro,MD,1970.0,3,4,1326.0,480000.0,Townhouse,124,55.0,Medium
Silver Spring,MD,1962.0,2,4,1620.0,499000.0,Townhouse,156,63.0,Medium
Mclean,VA,2020.0,2,2,1485.0,925000.0,Townhouse,148,5.0,Medium
Arlington,VA,1947.0,1,1,546.0,324900.0,Apartment/Condo,262,78.0,Small
Dumfries,VA,2022.0,5,6,4360.0,869999.0,Single-Family Home,49,3.0,Large
Alexandria,VA,2022.0,2,2,1448.0,1132000.0,Townhouse,307,3.0,Medium
Alexandria,VA,2022.0,2,2,1114.0,899000.0,Townhouse,307,3.0,Small
Laurel,MD,2023.0,2,3,2380.0,634760.0,Single-Family Home,65,2.0,Medium
Arlington,VA,2009.0,2,1,1642.0,1175000.0,Other,262,16.0,Medium
Arlington,VA,2018.0,2,3,1985.0,1399990.0,Single-Family Home,262,7.0,Medium
Falls Church,VA,1954.0,3,4,3394.0,1349750.0,Single-Family Home,76,71.0,Large
Rockville,MD,1984.0,2,3,2590.0,699000.0,Single-Family Home,84,41.0,Large
Suitland,MD,1960.0,3,5,1120.0,385000.0,Other,15,65.0,Small
Arlington,VA,1940.0,2,2,1460.0,579500.0,Townhouse,262,85.0,Medium
Manassas,VA,1988.0,2,3,2011.0,375000.0,Single-Family Home,97,37.0,Medium
Ashburn,VA,2018.0,2,2,1491.0,477900.0,Townhouse,104,7.0,Medium
Alexandria,VA,1973.0,3,4,2850.0,879000.0,Single-Family Home,307,52.0,Large
Upper Marlboro,MD,2005.0,3,4,4014.0,710000.0,Single-Family Home,124,20.0,Large
Bryans Road,MD,1987.0,4,5,6626.0,995000.0,Single-Family Home,11,38.0,Large
Gainesville,VA,2006.0,2,3,1775.0,365000.0,Single-Family Home,37,19.0,Medium
Annandale,VA,1996.0,2,3,3252.0,829000.0,Single-Family Home,46,29.0,Large
Vienna,VA,1985.0,3,5,3306.0,1150000.0,Single-Family Home,79,40.0,Large
Haymarket,VA,2007.0,2,3,2215.0,440000.0,Single-Family Home,41,18.0,Medium
Hyattsville,MD,1959.0,2,4,1656.0,340000.0,Townhouse,90,66.0,Medium
Vienna,VA,1959.0,3,4,1228.0,850000.0,Townhouse,79,66.0,Small
Fairfax,VA,2023.0,4,5,4220.0,969000.0,Single-Family Home,110,2.0,Large
Fairfax,VA,1956.0,2,4,1955.0,699000.0,Single-Family Home,110,69.0,Medium
Upper Marlboro,MD,2018.0,2,3,1800.0,424999.0,Single-Family Home,124,7.0,Medium
Alexandria,VA,1957.0,2,3,1220.0,558500.0,Townhouse,307,68.0,Small
Upper Marlboro,MD,2011.0,2,3,2380.0,579900.0,Single-Family Home,124,14.0,Medium
Alexandria,VA,2006.0,4,6,2900.0,1456280.0000000007,Single-Family Home,307,19.0,Large
Alexandria,VA,2022.0,3,4,3250.0,995000.0,Single-Family Home,307,3.0,Large
Springfield,VA,2023.0,4,5,3640.0,1215000.0,Single-Family Home,52,2.0,Large
Reston,VA,1966.0,1,1,812.0,350000.0,Apartment/Condo,47,59.0,Small
Vienna,VA,1999.0,3,3,2171.0,864998.0,Single-Family Home,79,26.0,Medium
Bristow,VA,1998.0,2,3,2388.0,600000.0,Single-Family Home,16,27.0,Medium
Springfield,VA,2023.0,4,5,2860.0,1049000.0,Single-Family Home,52,2.0,Large
Ashburn,VA,2015.0,5,5,4830.0,1275000.0,Single-Family Home,104,10.0,Large
Upper Marlboro,MD,2016.0,3,5,5108.0,775000.0,Single-Family Home,124,9.0,Large
Rockville,MD,1879.36,3,4,2500.0,750000.0,Single-Family Home,84,145.6400000000001,Medium
Laurel,MD,2023.0,3,3,2380.0,647170.0,Single-Family Home,65,2.0,Medium
Upper Marlboro,MD,2005.0,2,4,6182.0,750000.0,Single-Family Home,124,20.0,Large
Vienna,VA,1977.0,3,4,2968.0,1350000.0,Single-Family Home,79,48.0,Large
Mclean,VA,1962.0,2,3,3114.0,1299000.0,Single-Family Home,148,63.0,Large
Laurel,MD,2023.0,2,3,2285.0,584990.0,Single-Family Home,65,2.0,Medium
Ellicott City,MD,2023.0,2,4,2800.0,849000.0,Single-Family Home,58,2.0,Large
Bryans Road,MD,1994.0,3,3,1792.0,331000.0,Single-Family Home,11,31.0,Medium
Woodbridge,VA,2022.0,3,5,3304.0,744900.0,Single-Family Home,156,3.0,Large
Haymarket,VA,2023.0,2,2,1756.0,669990.0,Other,41,2.0,Medium
Haymarket,VA,2023.0,2,2,1676.0,659990.0,Townhouse,41,2.0,Medium
Upper Marlboro,MD,1984.0,3,4,2160.0,342000.0,Single-Family Home,124,41.0,Medium
Mclean,VA,1954.0,3,4,2376.0,1290000.0,Single-Family Home,148,71.0,Medium
Bowie,MD,1993.0,3,3,2200.0,420000.0,Single-Family Home,110,32.0,Medium
Manassas,VA,2020.0,3,3,2629.0,615000.0,Single-Family Home,97,5.0,Large
Springfield,VA,1958.0,3,5,1247.0,689900.0,Other,52,67.0,Small
Alexandria,VA,2001.0,4,5,4520.0,1165000.0,Single-Family Home,307,24.0,Large
Alexandria,VA,2023.0,4,4,2025.0,798786.0,Single-Family Home,307,2.0,Medium
Alexandria,VA,1879.36,2,4,2934.0,1456280.0000000007,Single-Family Home,307,145.6400000000001,Large
Haymarket,VA,2017.0,3,3,2161.0,515000.0,Single-Family Home,41,8.0,Medium
Gaithersburg,MD,1958.0,2,4,2158.0,499999.0,Single-Family Home,94,67.0,Medium
Lorton,VA,2007.0,3,4,3800.0,739000.0,Single-Family Home,28,18.0,Large
Brandywine,MD,2009.0,3,3,1760.0,349900.0,Single-Family Home,44,16.0,Medium
Columbia,MD,2022.0,5,5,6532.0,1456280.0000000007,Single-Family Home,50,3.0,Large
Waldorf,MD,2001.0,2,4,2440.0,499000.0,Single-Family Home,112,24.0,Medium
Ellicott City,MD,2022.0,3,4,4411.0,1149990.0,Single-Family Home,58,3.0,Large
Ellicott City,MD,2022.0,3,5,4411.0,1158985.0,Single-Family Home,58,3.0,Large
Ellicott City,MD,2022.0,5,6,3810.0,949900.0,Single-Family Home,58,3.0,Large
Waldorf,MD,1979.0,2,3,1831.0,379000.0,Single-Family Home,112,46.0,Medium
Waldorf,MD,1994.0,3,5,3224.0,575000.0,Single-Family Home,112,31.0,Large
Columbia,MD,2022.0,3,4,4411.0,1234990.0,Single-Family Home,50,3.0,Large
Olney,MD,1984.0,3,5,2520.0,624900.0,Single-Family Home,15,41.0,Medium
Gaithersburg,MD,2013.0,2,3,2598.0,449000.0,Single-Family Home,94,12.0,Large
Sterling,VA,1972.0,2,3,1921.0,360000.0,Single-Family Home,92,53.0,Medium
Silver Spring,MD,2016.0,2,2,1150.0,400000.0,Townhouse,156,9.0,Small
Silver Spring,MD,2017.0,2,2,1210.0,414999.0,Townhouse,156,8.0,Small
Suitland,MD,1959.0,2,3,1260.0,399999.0,Townhouse,15,66.0,Small
Upper Marlboro,MD,2018.0,3,3,3837.0,605900.0,Single-Family Home,124,7.0,Large
Upper Marlboro,MD,2018.0,3,3,2672.0,456000.0,Single-Family Home,124,7.0,Large
Upper Marlboro,MD,2006.0,2,2,1849.0,350000.0,Other,124,19.0,Medium
Upper Marlboro,MD,1993.0,2,2,1640.0,359950.0,Townhouse,124,32.0,Medium
Rockville,MD,1966.0,2,5,1994.0,550000.0,Single-Family Home,84,59.0,Medium
Upper Marlboro,MD,1966.0,2,3,1138.0,315000.0,Townhouse,124,59.0,Small
Hyattsville,MD,2018.0,3,3,1831.0,585000.0,Single-Family Home,90,7.0,Medium
Falls Church,VA,2019.0,3,4,3920.0,1225000.0,Single-Family Home,76,6.0,Large
Laurel,MD,1968.0,4,6,2956.0,549900.0,Single-Family Home,65,57.0,Large
Hyattsville,MD,1916.0,2,3,1622.0,559000.0,Townhouse,90,109.0,Medium
Bowie,MD,1966.0,2,3,1583.0,485000.0,Townhouse,110,59.0,Medium
Arlington,VA,1976.0,2,2,1583.0,663000.0,Townhouse,262,49.0,Medium
Annandale,VA,1959.0,3,3,1546.0,690000.0,Townhouse,46,66.0,Medium
Alexandria,VA,2020.0,2,2,1355.0,1295000.0,Townhouse,307,5.0,Medium
Dumfries,VA,2018.0,2,3,2424.0,409900.0,Single-Family Home,49,7.0,Medium
Triangle,VA,2014.0,2,3,1678.0,375000.0,Townhouse,10,11.0,Medium
Alexandria,VA,1996.0,5,6,6274.0,1300000.0,Single-Family Home,307,29.0,Large
Sterling,VA,1966.0,3,4,1274.0,499900.0,Townhouse,92,59.0,Small
Sterling,VA,1980.0,2,3,1440.0,365000.0,Townhouse,92,45.0,Medium
Springfield,VA,1957.0,1,3,1273.0,585000.0,Townhouse,52,68.0,Small
Lorton,VA,1995.0,3,4,3396.0,950000.0,Single-Family Home,28,30.0,Large
Fairfax,VA,1972.0,2,5,2181.0,725000.0,Single-Family Home,110,53.0,Medium
Gainesville,VA,2003.0,3,4,2653.0,650000.0,Single-Family Home,37,22.0,Large
Leesburg,VA,1879.36,2,1,1125.0,1175000.0,Other,78,145.6400000000001,Small
Vienna,VA,2003.0,2,2,1028.0,400000.0,Townhouse,79,22.0,Small
Woodbridge,VA,1971.0,4,4,2060.0,475000.0,Single-Family Home,156,54.0,Medium
Woodbridge,VA,1980.0,2,5,1670.0,390000.0,Other,156,45.0,Medium
Alexandria,VA,1957.0,2,4,2063.0,880000.0,Single-Family Home,307,68.0,Medium
Woodbridge,VA,1966.0,2,3,1843.0,420000.0,Single-Family Home,156,59.0,Medium
Alexandria,VA,1988.0,3,3,1620.0,580000.0,Townhouse,307,37.0,Medium
Alexandria,VA,1979.0,2,3,1275.0,705000.0,Townhouse,307,46.0,Small
Alexandria,VA,1936.0,1,3,1280.0,749900.0,Townhouse,307,89.0,Small
Mclean,VA,1958.0,3,4,2200.0,1195000.0,Single-Family Home,148,67.0,Medium
Springfield,VA,1963.0,3,4,2193.0,719500.0,Single-Family Home,52,62.0,Medium
Fairfax,VA,2000.0,3,3,2092.0,769900.0,Single-Family Home,110,25.0,Medium
Arlington,VA,2007.0,1,1,669.0,408000.0,Apartment/Condo,262,18.0,Small
Leesburg,VA,2018.0,4,4,5193.0,1220000.0,Single-Family Home,78,7.0,Large
Alexandria,VA,1979.0,3,3,2031.0,950000.0,Single-Family Home,307,46.0,Medium
Falls Church,VA,1997.0,3,5,3152.0,1190000.0,Single-Family Home,76,28.0,Large
Mclean,VA,1977.0,1,1,935.0,309000.0,Apartment/Condo,148,48.0,Small
Alexandria,VA,2006.0,5,6,3994.0,1199785.0,Single-Family Home,307,19.0,Large
Fairfax,VA,1986.0,1,1,757.0,399900.0,Apartment/Condo,110,39.0,Small
Alexandria,VA,1970.0,3,4,1408.0,469000.0,Townhouse,307,55.0,Medium
Woodbridge,VA,2022.0,2,3,1843.0,495990.0,Single-Family Home,156,3.0,Medium
Dumfries,VA,2014.0,5,6,6521.0,1400000.0,Single-Family Home,49,11.0,Large
Bristow,VA,2005.0,4,6,5588.0,945000.0,Single-Family Home,16,20.0,Large
Alexandria,VA,1956.0,1,3,1326.0,499000.0,Townhouse,307,69.0,Medium
Woodbridge,VA,1970.0,3,6,2550.0,499000.0,Single-Family Home,156,55.0,Large
Arlington,VA,1940.0,1,2,1378.0,469900.0,Townhouse,262,85.0,Medium
Vienna,VA,1947.0,2,3,1300.0,1175000.0,Townhouse,79,78.0,Medium
Springfield,VA,1983.0,3,4,3344.0,879900.0,Single-Family Home,52,42.0,Large
Brandywine,MD,1986.0,2,3,1316.0,394000.0,Townhouse,44,39.0,Medium
Alexandria,VA,2003.0,4,6,3208.0,975000.0,Single-Family Home,307,22.0,Large
Leesburg,VA,2009.0,3,4,3662.0,735000.0,Single-Family Home,78,16.0,Large
Potomac,MD,1989.0,4,4,5237.0,1450000.0,Single-Family Home,36,36.0,Large
Gaithersburg,MD,1988.0,2,3,1280.0,359999.0,Townhouse,94,37.0,Small
Chantilly,VA,2002.0,3,3,1964.0,725000.0,Single-Family Home,39,23.0,Medium
Centreville,VA,1998.0,2,4,1540.0,565000.0,Townhouse,30,27.0,Medium
Falls Church,VA,1950.0,3,5,2756.0,1020000.0,Single-Family Home,76,75.0,Large
Falls Church,VA,1946.0,3,4,1425.0,700000.0,Townhouse,76,79.0,Medium
Bowie,MD,2023.0,2,3,1741.0,456990.0,Single-Family Home,110,2.0,Medium
Fairfax,VA,2003.0,3,2,1614.0,665000.0,Townhouse,110,22.0,Medium
Brandywine,MD,2019.0,3,4,2434.0,740000.0,Single-Family Home,44,6.0,Medium
Woodbridge,VA,1989.0,2,3,1826.0,409900.0,Single-Family Home,156,36.0,Medium
Bowie,MD,1988.0,4,6,4356.0,679900.0,Single-Family Home,110,37.0,Large
Arlington,VA,1930.0,2,4,2304.0,849900.0,Single-Family Home,262,95.0,Medium
Waldorf,MD,1983.0,2,5,1996.0,410000.0,Single-Family Home,112,42.0,Medium
Bristow,VA,2017.0,3,5,4744.0,750000.0,Single-Family Home,16,8.0,Large
Bowie,MD,2023.0,3,4,2377.0,521990.0,Single-Family Home,110,2.0,Medium
Gaithersburg,MD,1979.0,2,4,2252.0,569900.0,Single-Family Home,94,46.0,Medium
Silver Spring,MD,2016.0,2,2,1150.0,400000.0,Townhouse,156,9.0,Small
Mclean,VA,1978.0,1,1,902.0,379000.0,Apartment/Condo,148,47.0,Small
Fairfax,VA,1964.0,1,2,916.0,369000.0,Apartment/Condo,110,61.0,Small
Alexandria,VA,1975.0,2,3,1470.0,399900.0,Townhouse,307,50.0,Medium
Accokeek,MD,2007.0,4,5,5128.0,775000.0,Single-Family Home,26,18.0,Large
Rockville,MD,2001.0,2,3,1774.0,549900.0,Single-Family Home,84,24.0,Medium
Bethesda,MD,1935.0,2,3,1900.0,1095000.0,Single-Family Home,96,90.0,Medium
Bowie,MD,1963.0,3,4,2348.0,550000.0,Single-Family Home,110,62.0,Medium
Sterling,VA,1986.0,3,4,2032.0,599900.0,Single-Family Home,92,39.0,Medium
Alexandria,VA,1973.0,2,3,1320.0,469000.0,Townhouse,307,52.0,Medium
Laurel,MD,1967.0,3,5,2414.0,489000.0,Single-Family Home,65,58.0,Medium
Accokeek,MD,2009.0,2,4,3380.0,695000.0,Single-Family Home,26,16.0,Large
Vienna,VA,1965.0,3,4,3296.0,1395000.0,Single-Family Home,79,60.0,Large
Fairfax,VA,2015.0,4,4,1991.0,820000.0,Single-Family Home,110,10.0,Medium
Brandywine,MD,1986.0,3,5,2298.0,499900.0,Single-Family Home,44,39.0,Medium
Bethesda,MD,1937.0,4,4,2672.0,1295000.0,Single-Family Home,96,88.0,Large
Columbia,MD,2022.0,3,4,1989.0,544990.0,Single-Family Home,50,3.0,Medium
Columbia,MD,1971.0,2,3,1548.0,550000.0,Townhouse,50,54.0,Medium
Alexandria,VA,2022.0,2,2,1114.0,899000.0,Townhouse,307,3.0,Small
Alexandria,VA,2022.0,2,2,1581.0,1456280.0000000007,Townhouse,307,3.0,Medium
Gaithersburg,MD,1986.0,3,5,3858.0,879000.0,Single-Family Home,94,39.0,Large
Silver Spring,MD,1961.0,2,5,1732.0,540000.0,Single-Family Home,156,64.0,Medium
Columbia,MD,1974.0,1,3,1518.0,335000.0,Townhouse,50,51.0,Medium
Manassas,VA,1997.0,3,5,4194.0,700000.0,Single-Family Home,97,28.0,Large
Ashburn,VA,2021.0,2,3,1616.0,559990.0,Townhouse,104,4.0,Medium
Alexandria,VA,1969.0,3,4,2240.0,859000.0,Single-Family Home,307,56.0,Medium
Upper Marlboro,MD,2000.0,2,2,1516.0,325000.0,Townhouse,124,25.0,Medium
Takoma Park,MD,1947.0,2,4,1613.0,445000.0,Townhouse,16,78.0,Medium
Reston,VA,1999.0,3,4,2922.0,1000000.0,Single-Family Home,47,26.0,Large
Alexandria,VA,1986.0,3,3,1882.0,615000.0,Single-Family Home,307,39.0,Medium
Woodbridge,VA,2011.0,3,4,3409.0,729990.0,Single-Family Home,156,14.0,Large
Alexandria,VA,1951.0,2,3,1036.0,485000.0,Townhouse,307,74.0,Small
Ashburn,VA,1986.0,2,2,1543.0,535990.0,Townhouse,104,39.0,Medium
Dumfries,VA,2022.0,2,3,1606.0,471990.0,Townhouse,49,3.0,Medium
Hyattsville,MD,1947.0,2,4,1574.0,385000.0,Townhouse,90,78.0,Medium
Alexandria,VA,1950.0,2,3,1029.0,899900.0,Townhouse,307,75.0,Small
Arlington,VA,2006.0,1,1,649.0,550000.0,Apartment/Condo,262,19.0,Small
Fairfax,VA,2006.0,2,3,2234.0,525000.0,Single-Family Home,110,19.0,Medium
Waldorf,MD,2016.0,3,4,3321.0,566820.0,Single-Family Home,112,9.0,Large
Woodbridge,VA,1980.0,2,4,2755.0,610000.0,Single-Family Home,156,45.0,Large
Mclean,VA,1977.0,2,2,1344.0,499999.0,Townhouse,148,48.0,Medium
Upper Marlboro,MD,2023.0,2,3,2517.0,479990.0,Single-Family Home,124,2.0,Medium
Alexandria,VA,2000.0,2,3,2247.0,735000.0,Single-Family Home,307,25.0,Medium
Arlington,VA,1947.0,4,5,2176.0,1098237.0,Single-Family Home,262,78.0,Medium
Woodbridge,VA,2005.0,2,3,1490.0,450000.0,Townhouse,156,20.0,Medium
Fairfax,VA,2013.0,2,3,2370.0,835000.0,Single-Family Home,110,12.0,Medium
Fairfax,VA,1982.0,3,4,2036.0,623000.0,Single-Family Home,110,43.0,Medium
Leesburg,VA,2018.0,4,4,5193.0,1220000.0,Single-Family Home,78,7.0,Large
Alexandria,VA,1950.0,1,3,1300.0,500000.0,Townhouse,307,75.0,Medium
Suitland,MD,2019.0,3,3,1936.0,460000.0,Single-Family Home,15,6.0,Medium
Bryans Road,MD,2018.0,2,4,2326.0,579000.0,Single-Family Home,11,7.0,Medium
Ellicott City,MD,1990.0,2,2,948.0,325000.0,Apartment/Condo,58,35.0,Small
Waldorf,MD,1977.0,2,4,1426.0,425000.0,Townhouse,112,48.0,Medium
Upper Marlboro,MD,1994.0,2,6,4587.0,650000.0,Single-Family Home,124,31.0,Large
Arlington,VA,1965.0,1,1,978.0,310000.0,Apartment/Condo,262,60.0,Small
Sterling,VA,2006.0,5,4,5077.0,949999.0,Single-Family Home,92,19.0,Large
Centreville,VA,1986.0,1,2,968.0,369888.0,Apartment/Condo,30,39.0,Small
Arlington,VA,1969.0,1,2,1063.0,320000.0,Townhouse,262,56.0,Small
Alexandria,VA,1952.0,3,4,2450.0,869900.0,Single-Family Home,307,73.0,Medium
Chantilly,VA,2022.0,3,3,2324.0,927960.0,Single-Family Home,39,3.0,Medium
Dumfries,VA,2018.0,2,3,2424.0,409900.0,Single-Family Home,49,7.0,Medium
Vienna,VA,1986.0,3,5,3831.0,975000.0,Single-Family Home,79,39.0,Large
Manassas,VA,1963.0,2,4,2099.0,445000.0,Single-Family Home,97,62.0,Medium
Laurel,MD,2023.0,2,3,1978.0,495885.0,Single-Family Home,65,2.0,Medium
Upper Marlboro,MD,2017.0,4,5,3800.0,875000.0,Single-Family Home,124,8.0,Large
Bowie,MD,1998.0,3,3,2252.0,485000.0,Single-Family Home,110,27.0,Medium
Bowie,MD,2000.0,2,3,1600.0,415000.0,Townhouse,110,25.0,Medium
Bowie,MD,2021.0,3,4,2471.0,638120.0,Single-Family Home,110,4.0,Medium
Rockville,MD,2000.0,2,4,2712.0,735000.0,Single-Family Home,84,25.0,Large
Rockville,MD,2001.0,4,5,3972.0,999999.0,Single-Family Home,84,24.0,Large
Annandale,VA,1966.0,2,6,2660.0,899900.0,Single-Family Home,46,59.0,Large
Sterling,VA,1973.0,2,3,1288.0,549900.0,Townhouse,92,52.0,Medium
Arlington,VA,1932.0,2,4,1899.0,1350000.0,Single-Family Home,262,93.0,Medium
Silver Spring,MD,1949.0,2,3,1600.0,574900.0,Townhouse,156,76.0,Medium
Silver Spring,MD,1948.0,2,4,1176.0,535000.0,Townhouse,156,77.0,Small
Ellicott City,MD,2020.0,3,4,4014.0,875000.0,Single-Family Home,58,5.0,Large
Upper Marlboro,MD,2013.0,4,5,5800.0,822200.0,Single-Family Home,124,12.0,Large
Accokeek,MD,2022.0,4,5,2.0,1040000.0,Other,26,3.0,Medium
Ashburn,VA,2023.0,2,3,2012.0,584990.0,Single-Family Home,104,2.0,Medium
Ashburn,VA,2023.0,2,3,2012.0,607450.0,Single-Family Home,104,2.0,Medium
Laurel,MD,2023.0,2,3,1978.0,499990.0,Single-Family Home,65,2.0,Medium
Bowie,MD,1975.0,2,4,2020.0,460000.0,Single-Family Home,110,50.0,Medium
Suitland,MD,1953.0,2,5,2204.0,399000.0,Single-Family Home,15,72.0,Medium
Olney,MD,1973.0,2,3,1828.0,500000.0,Single-Family Home,15,52.0,Medium
Gaithersburg,MD,1946.0,2,3,1344.0,500000.0,Townhouse,94,79.0,Medium
Sterling,VA,2019.0,2,3,2376.0,569999.0,Single-Family Home,92,6.0,Medium
Fairfax,VA,1986.0,3,4,1524.0,589000.0,Townhouse,110,39.0,Medium
Alexandria,VA,1977.0,5,4,5258.0,1095000.0,Single-Family Home,307,48.0,Large
Fairfax,VA,2003.0,3,2,1614.0,665000.0,Townhouse,110,22.0,Medium
Vienna,VA,1999.0,4,5,5644.0,1324900.0,Single-Family Home,79,26.0,Large
Fairfax,VA,2023.0,2,3,1923.0,849990.0,Single-Family Home,110,2.0,Medium
Laurel,MD,1919.0,1,3,1370.0,400000.0,Townhouse,65,106.0,Medium
Bowie,MD,1986.0,3,3,1120.0,310000.0,Townhouse,110,39.0,Small
Chantilly,VA,2023.0,2,3,1988.0,699900.0,Single-Family Home,39,2.0,Medium
Chantilly,VA,2023.0,3,4,2373.0,795900.0,Single-Family Home,39,2.0,Medium
Waldorf,MD,2006.0,2,4,3944.0,503500.0,Single-Family Home,112,19.0,Large
Gaithersburg,MD,1879.36,3,4,2.0,1449000.0,Other,94,145.6400000000001,Medium
Mclean,VA,1997.0,2,2,1202.0,525000.0,Townhouse,148,28.0,Small
Bowie,MD,2023.0,2,3,1741.0,499990.0,Single-Family Home,110,2.0,Medium
Leesburg,VA,1983.0,4,5,4336.0,995000.0,Single-Family Home,78,42.0,Large
Laurel,MD,1985.0,2,3,1752.0,383000.0,Single-Family Home,65,40.0,Medium
Potomac,MD,1977.0,3,5,2301.0,995000.0,Single-Family Home,36,48.0,Medium
Fairfax,VA,2022.0,2,2,1064.0,542760.0,Townhouse,110,3.0,Small
Ellicott City,MD,2022.0,3,4,3547.0,999990.0,Single-Family Home,58,3.0,Large
Leesburg,VA,2001.0,5,4,7020.0,1456280.0000000007,Single-Family Home,78,24.0,Large
Mclean,VA,2020.0,2,2,1485.0,925000.0,Townhouse,148,5.0,Medium
Leesburg,VA,1988.0,2,3,1938.0,575000.0,Single-Family Home,78,37.0,Medium
Dumfries,VA,1983.0,2,3,1340.0,310000.0,Townhouse,49,42.0,Medium
Arlington,VA,1984.0,2,2,1150.0,664000.0,Townhouse,262,41.0,Small
Ashburn,VA,2013.0,3,4,4205.0,1395000.0,Single-Family Home,104,12.0,Large
Takoma Park,MD,1923.0,4,5,3591.0,1300000.0,Single-Family Home,16,102.0,Large
Alexandria,VA,1941.0,1,2,930.0,365000.0,Apartment/Condo,307,84.0,Small
Accokeek,MD,1993.0,3,5,2524.0,525000.0,Single-Family Home,26,32.0,Large
Gaithersburg,MD,2007.0,2,3,2700.0,549000.0,Single-Family Home,94,18.0,Large
Burke,VA,1972.0,2,3,1685.0,514500.0,Townhouse,16,53.0,Medium
Leesburg,VA,1986.0,5,4,4095.0,1399000.0,Single-Family Home,78,39.0,Large
Woodbridge,VA,2017.0,2,3,1314.0,395000.0,Townhouse,156,8.0,Medium
Suitland,MD,1953.0,2,5,2204.0,399000.0,Single-Family Home,15,72.0,Medium
Silver Spring,MD,1940.0,3,5,3108.0,939900.0,Single-Family Home,156,85.0,Large
Waldorf,MD,1976.0,1,3,1132.0,325000.0,Townhouse,112,49.0,Small
Waldorf,MD,1983.0,2,5,1996.0,410000.0,Single-Family Home,112,42.0,Medium
Waldorf,MD,1942.0,2,3,1504.0,350000.0,Townhouse,112,83.0,Medium
Accokeek,MD,1990.0,3,6,2234.0,525000.0,Single-Family Home,26,35.0,Medium
Upper Marlboro,MD,1964.0,1,4,1080.0,384900.0,Townhouse,124,61.0,Small
Upper Marlboro,MD,1981.0,2,4,1715.0,399999.0,Single-Family Home,124,44.0,Medium
Upper Marlboro,MD,1974.0,2,4,2225.0,485000.0,Single-Family Home,124,51.0,Medium
Takoma Park,MD,1912.0,2,4,2650.0,1295000.0,Single-Family Home,16,113.0,Large
Suitland,MD,1954.0,2,4,1404.0,375900.0,Townhouse,15,71.0,Medium
Silver Spring,MD,1977.0,3,5,1608.0,550000.0,Other,156,48.0,Medium
Silver Spring,MD,1936.0,2,5,2070.0,589900.0,Single-Family Home,156,89.0,Medium
Silver Spring,MD,1950.0,1,3,1258.0,375000.0,Townhouse,156,75.0,Small
Rockville,MD,1971.0,2,4,2650.0,819000.0,Single-Family Home,84,54.0,Large
Hyattsville,MD,1952.0,2,3,1550.0,335000.0,Townhouse,90,73.0,Medium
Chevy Chase,MD,1968.0,1,1,879.0,318000.0,Apartment/Condo,39,57.0,Small
